Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
aesmir.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aetd.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aesir.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aiaa-dpw.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airbornescience.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
agile.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
agencytokens.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aigit.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airmoss.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsar-t.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airrange.ssc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsea-www.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsar.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsl0.gesdisc.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsea.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsl1.gesdisc.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aiweb.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsl2.gesdisc.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsnrt.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
airsteam.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
alpha-api.urs.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
alhat.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
amesteam.arc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
altirs.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
alpha.urs.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
amtrakoig.hq.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
ams-02project.jsc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
analyst.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
analytics.nas.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
analogs.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
answers.nssc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aorg.arc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
antispam.ndc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
angler.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
ants.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
api.echo.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
api-test.echo.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
apod.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
app-test.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
api.urs.eosdis.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
apps-ldt.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
apps.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
applyonline.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
applyonline.test.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arctic-colors.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arcvpn.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aquarius.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arcmosmd1.ndc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aquarius.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arcade.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arcstone.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria-dav.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
apps.test.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
argo.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria-products.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria-search.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria-puccini.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
arset.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
artifacts.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria-share.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria1.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aria.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asap.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asca.gsfc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asdc-geoserver.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asdc-test.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asdc.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asdc-arcgis.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
ase.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asomb.larc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asp.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
aster.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asp-interface.arc.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
asterdb.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
astervm.jpl.nasa.gov,Federal - Executive,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Washington,DC,(blank)
